Frame,Ángulo_Rodilla,Ángulo_Brazo
64,150.7215658371334,101.1621343272548
65,139.7649732073026,99.7990943742041
66,134.21806424595113,90.51456720328855
67,109.72043570345878,93.73346015219438
68,104.47732323568131,101.18188929849437
69,140.7720753620135,87.83826690669187
70,144.35589767875615,72.34299906912754
71,147.63749667606376,70.76943870027003
72,104.14814544642552,70.98167414942495
73,88.74045096761817,69.86377999468858
74,132.6913247042759,67.2814350047614
75,161.9656330804696,66.22768108546182
76,161.8302252292111,65.41190835743988
77,162.74343013236597,63.474042823318165
78,165.79699419326047,61.83401757785016
79,156.62871804520816,73.28862419716332
80,146.92600262015551,90.72040515121529
81,130.87896068031176,102.97699782230313
82,114.19577555897091,104.83455747513855
83,100.4369534385668,106.78458587363671
84,104.87283191825257,98.58864570094701
85,131.10782594669638,105.6498327269978
86,141.3275691417794,111.16532616358768
87,141.9159811772575,108.27045104025856
88,142.11869844382272,100.03199186647572
89,159.92382529179943,103.45321220080564
90,167.0309420232616,108.51224656506912
91,166.46615715199945,106.82190948486878
92,161.16619584488163,102.69161053152034
93,132.99679191420378,92.90491687585393
94,133.02944500032297,93.68840587946083
95,124.84638123451508,97.02778426162249
96,106.4411275105094,101.22653640891119
97,135.6052703410228,83.82794880867195
98,105.64162687105399,93.00506195884522
99,128.5118156410486,92.51491577789402
100,135.92665406250546,83.01311886846871
101,133.97880450436574,72.65213004066615
102,141.5416184263167,69.97107430883584
103,153.141914478532,68.70258551834641
104,165.37500133359677,62.274880816302705
105,170.68436374923047,62.144075941429904
106,170.2643786902691,65.48391642714977
107,165.3454653725441,66.79184808783896
108,157.70826370677503,67.49814413204528
109,148.72178952843979,72.58059548012493
110,129.07526354586682,75.68162752772784
111,114.96601888321754,92.11369718815222
112,108.05625127777256,121.42099383960935
113,114.17058843859118,132.07330150036265
114,123.23163374532265,128.01720512224674
115,122.64546955601946,130.6799432683858
116,111.94325680289232,127.84448871481196
117,120.43282031865998,121.24959062488777
118,137.17632005095038,137.26448455352934
119,150.96669892973324,133.21527768257204
120,151.9822475705091,124.90339088914496
121,154.85502224082737,114.11009940576226
122,150.33755882395639,107.15510308760567
123,140.3325565661334,109.71386584157767
124,123.61181677344098,102.23997082355997
125,111.62026321882294,98.81191595695539
126,141.66440550761038,98.77720126418512
127,145.48529941662153,99.13350553118262
128,140.4574124640835,121.97668529005091
129,140.93480977005893,77.6395343466094
130,144.5530475606196,71.75231163849668
131,131.77307294163913,74.54685856826853
132,137.21277221641415,88.57327553812007
133,146.73109087553453,74.24455152764014
134,156.67923672326128,54.90249155602996
135,158.76063731024607,63.15461921592321
136,158.2287355064427,66.14280956079278
137,155.57137420375074,66.3974215316004
138,151.46357360053227,72.01554185135255
139,143.8979991706446,76.5495219790383
140,135.7266631820511,82.37482362063086
141,132.75626210060727,98.57002685842497
142,128.31946636502752,99.76346566876039
143,130.35621474958026,95.39044895831408
144,133.46133745914545,94.95247823241439
145,128.39389924999736,103.45334982798975
146,126.96821324771994,122.13757190103178
147,130.09986220142918,109.5579559071379
148,148.7430081564487,91.76888928958824
149,140.1226492160152,83.9490124360776
150,135.93754770337304,87.49731950659157
151,143.41322753471036,84.11698182377023
152,147.37768483533594,82.82817481531033
153,148.2129250530644,87.92640342907467
154,139.01639888209243,82.82896406889515
155,135.92876839158956,83.40789486835571
156,127.4464680923423,82.85228461361534
157,149.9655021078372,81.58415551849643
158,155.4596042121259,79.6706145426781
159,148.10043880521573,81.67117304463376
160,132.5757366700757,71.28738036276827
161,144.4030317796931,62.626359530662775
162,129.34638889145518,54.38979409120685
163,122.88593787090117,56.5339718179787
164,119.80458220645386,53.30930331980837
165,113.72692419977886,52.8700771478632
166,114.13483994695028,54.26288290484645
167,108.7826326299282,53.24673611575381
168,95.60220377171213,53.92270209568048
169,94.17342074620453,60.05192218163447
170,105.03307099859589,68.71363884938987
171,104.70593164036424,75.96662819246323
172,102.7981119169544,84.67732144429293
173,102.17412428819627,84.32896377570171
174,99.90383108174996,91.1783091187835
175,106.89815355725018,103.76831676119497
176,110.67958565481177,101.76542199456743
177,112.55297267633537,102.14514054219288
178,114.13543008079603,103.14871350720415
179,110.95715196035556,99.5846735069542
180,104.60685086453252,100.69579569223039
181,86.7533733785664,121.40274480221642
182,87.37038652749082,133.79348954235357
183,68.97879735081389,142.73531067799198
184,67.88370683819106,141.8363330015475
185,48.371878857344655,134.11410007060465
186,69.0106269103997,141.44129345162094
187,90.58582192940777,149.00285133714036
188,108.46978312509394,135.2240618084011
189,121.53128640381767,132.84935237994526
190,129.3859396654099,142.19997978444366
191,127.5061461509238,151.08217237502242
192,134.52771258437681,153.23191309773077
193,128.05227221670495,155.84717570401543
194,122.18394221792168,164.4815707109156
195,115.81711718472793,159.2424113268891
196,118.95738586076537,169.71153665267704
197,117.59316820820239,162.88420613725586
198,119.92466722203824,159.39698253523278
199,126.6064157199698,140.90096915032063
200,139.00690319770015,131.45351631577793
201,142.25248715730248,127.54233017754872
202,139.60505166759847,126.01501684644238
203,150.11465955631928,129.09879540845148
204,148.0064359798533,112.45172574138077
205,142.61725070895213,107.39570027099502
206,136.72786083941122,110.82082835243402
207,137.32013141224903,106.88492790653889
208,133.7494394739126,105.17435064394306
209,132.11714287542932,104.81527723573548
210,128.6670773510985,112.41583878429373
211,123.82205299683586,120.02796641886222
212,116.88931391438554,127.7102848282827
213,107.77226207756857,133.66695278960222
214,100.472653400571,131.93528413753523
215,91.21036865410818,129.49707379554746
216,82.25430051882996,137.02817932021017
217,90.64568652226914,157.93139045661252
218,91.60866155173406,166.94787378957446
219,97.44939290093542,165.60727353582783
220,108.50913624270373,179.11464490079803
221,119.81979690030693,172.5289291795129
222,129.7796055521379,177.4226800286143
223,120.80360572330582,177.97929478357312
224,127.5977666597976,177.17275309369262
225,121.54864344314895,175.49070659967387
226,116.14501968093134,176.70665563551574
227,113.76007454924287,171.06579860724372
228,107.25662111764322,164.5687532547497
229,104.70572540959844,153.7677289464463
230,122.94217772788225,138.37430762982245
231,126.26544299994735,133.2911254496085
232,133.71696283853134,124.6420150319206
233,129.11028831477222,110.0561778823535
234,130.56269265223187,109.29689846190827
235,139.75139451821616,98.73041485676015
236,140.47289233751235,96.02040863076539
237,133.32830346119343,92.3384106447297
238,129.42158721496338,90.52670740745717
239,134.4031393600414,91.73172078613811
240,130.5840682968523,86.38239560891418
241,120.03372773256086,90.01730447771054
242,118.98636063561794,96.35824470184653
243,114.20588723280396,100.99219556574239
244,91.0572298307074,114.22825622705821
245,88.76265232124531,123.9923519269469
246,90.52171377694508,129.64670103116956
247,92.35610213652947,145.80503959144755
248,106.20505638854765,159.41947722050145
249,116.12955723643407,164.58842366219324
250,127.02200126001277,158.63399543957536
251,136.11370801710996,160.86884461379773
252,142.34267384817943,174.39967412372692
253,143.72528549249688,175.1897614143901
254,135.8539887878525,170.73178551024415
255,122.8202931668456,166.33914591418844
256,117.1345780500701,155.8665285744806
257,116.9074689528007,141.63009697203034
258,120.42039281530806,130.03074629665406
259,119.47251200850992,117.98241228583247
260,118.623422578077,110.74244910484802
261,127.46791120888992,104.527119395596
262,134.49271211211797,102.50249086504108
263,120.9473047894249,98.17715422801739
264,125.39432516287131,96.61605840901215
265,128.7323481378451,86.76996694774147
266,129.87341892225456,84.43598395444803
267,129.81315681419392,83.20443806481158
268,128.75071653584737,86.72249689461134
269,129.53855550621125,83.20846888361531
270,127.22672386699368,89.89070297159547
271,124.05094150323377,97.21750725884418
272,124.9458551099304,106.08499300043917
273,112.09440867329725,111.74383460037032
274,103.73165412714268,124.11130892407024
275,101.5780012453195,139.29720995967332
276,104.21471744519134,139.36562529973023
277,106.67866006295112,151.4973716174455
278,110.61455544394045,162.00049895585582
279,118.74894076444426,158.71369394281948
280,135.30844912712564,158.24692426776323
281,140.1521062591626,158.01401333875492
282,149.17245621195684,158.2676532168431
283,146.2692018288109,155.61052753229137
284,136.85673400850044,158.14618262691067
285,91.73554106614793,153.80860103968422
286,119.73242704186593,133.28807700060938
287,128.6486047956934,125.32515369501095
288,126.04977811549377,111.87946539551994
289,134.4692941062106,116.9795490990013
290,134.20446659594091,114.87009140990119
291,130.23157522157967,115.16078507963151
292,124.73060052738778,106.32591793713924
293,127.69567664500485,109.93318545929762
294,134.86100125715717,107.05193312703038
295,141.07448311901754,105.17702607376768
296,141.26910761104298,101.5476506585887
297,143.307305286797,111.95099490328641
298,133.80911468463032,112.8825653690952
299,127.24125255073761,100.35534415345178
300,129.96836857337584,89.11423265913449
301,119.64768706154959,100.49231547958546
302,99.38692504310055,105.55718401777033
303,101.69343978622547,112.57106950013002
304,93.13905068401945,133.80938022140498
305,95.12446695558906,146.63731824893836
306,93.42056941543835,155.09451874462195
307,104.8468609891519,149.9489107292253
308,120.76536677842228,137.87604127227004
309,137.4250128902819,132.98049867454066
310,147.3272309008812,133.82633530095256
311,147.79717011892868,169.00719555337497
312,143.07934884199287,164.3727937619992
313,139.25785923450186,138.13656560066127
314,134.48633882022455,155.6397579416135
315,96.58344356908526,140.68168891624546
316,116.36277821601313,125.69313692782988
317,120.72642565999703,110.07372716182637
318,126.77412358506031,107.41424434501921
319,133.81979858412018,102.46251141579971
320,128.84340735114722,103.94440376128698
321,128.08799362757549,109.5052954050302
322,123.51375148469546,106.4532498137366
323,133.54284689801185,96.33363135519265
324,138.6507950032313,98.73627326982273
325,133.57345987336544,101.53688157101314
326,127.92581225988869,109.49143367273355
327,129.8999076326871,103.72441393006872
328,125.14647455222145,104.39024557824061
329,128.60158369540295,106.36946914271367
330,125.73742613785976,109.32801561728623
331,111.78231700094373,111.2723653009333
332,98.73527898096177,124.53978312164028
333,94.85442945404004,131.10705980432942
334,102.84483076691382,131.64963219057384
335,110.11702044367635,150.59616192816077
336,108.7712328140984,162.80169695639205
337,119.62522663943402,153.49197528628363
338,128.14660702428912,157.21155272876211
339,141.04447890539132,158.56987877865222
340,152.3272444253211,154.07838880577143
341,153.27841484799362,152.66331794947865
342,150.9347845425016,151.49412141190132
343,146.55595002981462,145.28325750697857
